1.03	1.21	3.0
0.84	0.25	3.0
0.91	3.56	3.0
1.45	3.0	3.0
0.21	0.17	3.0
1.94	0.8	3.0
1.08	0.67	3.0
1.93	2.72	3.0
0.41	3.39	3.0
1.32	1.45	3.0
0.28	2.85	3.0
0.46	1.96	3.0
1.44	2.37	3.0
0.57	0.85	3.0
1.5	3.3	3.0
1.92	3.77	3.0
0.57	2.76	3.0
0.93	0.39	3.0
0.35	3.57	3.0
0.75	1.92	3.0
0.39	4.1	3.0
0.01	2.31	3.0
1.15	2.32	3.0
1.16	1.75	3.0
1.03	0.97	3.0
0.04	0.33	3.0
0.3	2.6	3.0
1.64	0.95	3.0
1.81	4.15	3.0
1.06	3.18	3.0
1.51	2.24	3.0
0.05	3.21	3.0
0.65	4.08	3.0
0.18	2.38	3.0
1.66	0.46	3.0
1.47	4.26	3.0
1.94	1.6	3.0
1.37	1.3	3.0
1.08	0.98	3.0
1.25	4.0	3.0
1.9	0.33	3.0
0.32	3.87	3.0
0.24	3.49	3.0
0.48	2.88	3.0
0.27	4.08	3.0
1.76	4.36	3.0
1.58	2.33	3.0
0.94	1.65	3.0
0.14	1.04	3.0
1.53	3.96	3.0
9.37	2.34	3.0
9.61	0.84	3.0
9.76	1.19	3.0
9.0	1.88	3.0
8.03	1.63	3.0
9.98	2.45	3.0
9.76	0.77	3.0
8.35	1.53	3.0
9.93	0.89	3.0
9.89	0.89	3.0
9.22	0.98	3.0
8.51	0.6	3.0
9.63	1.8	3.0
9.78	0.76	3.0
9.5	1.71	3.0
9.69	2.33	3.0
8.26	0.74	3.0
9.84	1.43	3.0
8.91	0.85	3.0
8.94	0.54	3.0
8.18	0.84	3.0
8.58	1.14	3.0
9.71	1.32	3.0
8.17	1.41	3.0
8.86	2.32	3.0
8.54	0.98	3.0
9.2	1.93	3.0
8.72	0.76	3.0
8.34	1.94	3.0
9.01	0.66	3.0
9.82	0.85	3.0
9.86	1.93	3.0
9.46	2.26	3.0
8.33	2.17	3.0
9.63	1.76	3.0
9.17	0.55	3.0
9.63	0.57	3.0
8.65	1.2	3.0
8.81	1.81	3.0
8.55	0.6	3.0
8.25	0.97	3.0
8.11	2.34	3.0
9.75	1.5	3.0
9.06	1.38	3.0
8.13	2.41	3.0
8.89	1.53	3.0
9.81	1.6	3.0
9.07	1.1	3.0
8.02	2.48	3.0
8.9	1.5	3.0
7.35	3.9	1.0
6.82	4.65	1.0
6.02	3.02	1.0
5.33	3.25	1.0
7.65	3.02	1.0
8.0	4.43	1.0
6.24	3.43	1.0
7.26	4.25	1.0
6.39	4.2	1.0
5.74	3.47	1.0
7.73	3.1	1.0
8.88	4.89	1.0
6.27	4.29	1.0
6.16	4.61	1.0
8.43	3.35	1.0
8.56	4.92	1.0
7.4	3.96	1.0
7.79	3.77	1.0
7.09	3.53	1.0
8.69	3.31	1.0
8.25	3.21	1.0
7.98	4.19	1.0
5.68	4.34	1.0
6.42	3.41	1.0
7.92	4.62	1.0
6.45	4.61	1.0
5.25	4.71	1.0
6.56	3.97	1.0
8.19	3.85	1.0
5.09	4.15	1.0
5.77	3.12	1.0
8.87	4.8	1.0
6.98	4.98	1.0
5.67	3.07	1.0
7.08	3.36	1.0
5.13	3.03	1.0
8.49	3.79	1.0
7.0	3.19	1.0
5.98	3.97	1.0
5.9	3.02	1.0
5.3	4.92	1.0
8.3	3.01	1.0
5.0	3.68	1.0
7.4	3.03	1.0
7.55	4.09	1.0
5.47	4.0	1.0
6.67	3.84	1.0
8.17	3.78	1.0
7.89	4.97	1.0
6.27	4.6	1.0
4.62	2.43	2.0
5.69	0.68	2.0
5.81	1.22	2.0
5.03	1.83	2.0
4.87	0.94	2.0
4.81	2.4	2.0
4.97	0.81	2.0
5.93	1.46	2.0
4.52	1.68	2.0
4.57	1.79	2.0
4.22	0.65	2.0
5.55	1.47	2.0
4.95	2.32	2.0
4.55	1.78	2.0
4.78	1.69	2.0
6.0	0.83	2.0
4.24	0.92	2.0
5.43	2.48	2.0
5.7	2.23	2.0
4.25	2.09	2.0
4.68	1.29	2.0
4.88	1.14	2.0
4.79	2.02	2.0
4.58	0.73	2.0
5.14	1.79	2.0
5.59	1.84	2.0
4.55	1.1	2.0
4.27	1.91	2.0
4.7	1.52	2.0
4.13	0.8	2.0
4.46	0.99	2.0
4.83	2.09	2.0
4.95	1.15	2.0
4.6	2.29	2.0
4.32	2.42	2.0
4.28	2.34	2.0
5.33	0.81	2.0
5.62	0.85	2.0
4.39	1.0	2.0
5.87	1.52	2.0
4.77	2.17	2.0
5.9	1.46	2.0
4.32	1.55	2.0
4.89	1.75	2.0
5.82	1.04	2.0
4.18	2.09	2.0
5.74	1.51	2.0
4.95	0.66	2.0
5.19	2.38	2.0
4.55	0.82	2.0
